Gen: 0 | Net_R: -0.72 | Avg_R: -0.72 | Kid_avg_R: -0.893 | Gen_T: 16.74488067626953
Gen: 1163 | Net_R: 0.18 | Avg_R: 0.2311891315288912 | Kid_avg_R: 0.018 | Gen_T: 15.870374917984009
Gen: 1164 | Net_R: 0.3 | Avg_R: 0.2380702183760021 | Kid_avg_R: -0.039 | Gen_T: 15.865188837051392
Gen: 1165 | Net_R: 0.16 | Avg_R: 0.23026319653840188 | Kid_avg_R: 0.054000000000000006 | Gen_T: 14.642742395401001
Gen: 1166 | Net_R: 0.26 | Avg_R: 0.23323687688456168 | Kid_avg_R: -0.185 | Gen_T: 15.962006092071533
Gen: 1167 | Net_R: 0.32 | Avg_R: 0.24191318919610552 | Kid_avg_R: -0.02899999999999999 | Gen_T: 15.956223726272583
Gen: 1168 | Net_R: 0.28 | Avg_R: 0.24572187027649497 | Kid_avg_R: -0.011 | Gen_T: 15.180330038070679
Gen: 1169 | Net_R: 0.28 | Avg_R: 0.24914968324884548 | Kid_avg_R: 0.06499999999999999 | Gen_T: 16.282572746276855
Gen: 1170 | Net_R: 0.38 | Avg_R: 0.26223471492396094 | Kid_avg_R: -0.054000000000000006 | Gen_T: 19.047298908233643
Gen: 1171 | Net_R: 0.24 | Avg_R: 0.26001124343156484 | Kid_avg_R: -0.11199999999999999 | Gen_T: 15.748811960220337
Gen: 1172 | Net_R: 0.16 | Avg_R: 0.25001011908840837 | Kid_avg_R: -0.027999999999999997 | Gen_T: 16.398916244506836
Gen: 1173 | Net_R: 0.14 | Avg_R: 0.23900910717956755 | Kid_avg_R: 0.015000000000000005 | Gen_T: 17.04875349998474
Gen: 1174 | Net_R: 0.28 | Avg_R: 0.2431081964616108 | Kid_avg_R: 0.015 | Gen_T: 16.503759145736694
Gen: 1175 | Net_R: 0.36 | Avg_R: 0.2547973768154497 | Kid_avg_R: -0.041999999999999996 | Gen_T: 17.29640293121338
Gen: 1176 | Net_R: 0.3 | Avg_R: 0.25931763913390476 | Kid_avg_R: -0.044999999999999984 | Gen_T: 15.916528224945068
Gen: 1177 | Net_R: 0.26 | Avg_R: 0.2593858752205143 | Kid_avg_R: -0.067 | Gen_T: 16.533182382583618
Gen: 1178 | Net_R: 0.28 | Avg_R: 0.2614472876984629 | Kid_avg_R: 0.11200000000000002 | Gen_T: 15.845749616622925
Gen: 1179 | Net_R: 0.42 | Avg_R: 0.27730255892861666 | Kid_avg_R: -0.05 | Gen_T: 17.627232789993286
Gen: 1180 | Net_R: 0.34 | Avg_R: 0.283572303035755 | Kid_avg_R: -0.163 | Gen_T: 18.566990852355957
Gen: 1181 | Net_R: 0.4 | Avg_R: 0.2952150727321795 | Kid_avg_R: -0.10200000000000001 | Gen_T: 16.59644627571106
Gen: 1182 | Net_R: 0.16 | Avg_R: 0.28169356545896157 | Kid_avg_R: -0.07400000000000001 | Gen_T: 15.311672687530518
Gen: 1183 | Net_R: 0.26 | Avg_R: 0.27952420891306545 | Kid_avg_R: -0.068 | Gen_T: 16.3587384223938
Gen: 1184 | Net_R: 0.24 | Avg_R: 0.2755717880217589 | Kid_avg_R: -0.066 | Gen_T: 16.339980602264404
Gen: 1185 | Net_R: 0.26 | Avg_R: 0.27401460921958304 | Kid_avg_R: 0.057999999999999996 | Gen_T: 16.236741542816162
Gen: 1186 | Net_R: 0.28 | Avg_R: 0.27461314829762473 | Kid_avg_R: -0.004000000000000001 | Gen_T: 15.248018980026245
Gen: 1187 | Net_R: 0.06 | Avg_R: 0.25315183346786224 | Kid_avg_R: -0.054000000000000006 | Gen_T: 15.1916184425354
Gen: 1188 | Net_R: 0.24 | Avg_R: 0.25183665012107603 | Kid_avg_R: 0.05900000000000001 | Gen_T: 15.842135429382324
Gen: 1189 | Net_R: 0.4 | Avg_R: 0.26665298510896845 | Kid_avg_R: -0.013999999999999999 | Gen_T: 16.35680389404297
Gen: 1190 | Net_R: 0.26 | Avg_R: 0.26598768659807165 | Kid_avg_R: -0.011999999999999997 | Gen_T: 15.170745134353638
Gen: 1191 | Net_R: 0.18 | Avg_R: 0.2573889179382645 | Kid_avg_R: 0.005999999999999997 | Gen_T: 15.830677509307861
Gen: 1192 | Net_R: 0.12 | Avg_R: 0.2436500261444381 | Kid_avg_R: 0.018 | Gen_T: 15.64102029800415
Gen: 1193 | Net_R: 0.12 | Avg_R: 0.2312850235299943 | Kid_avg_R: -0.186 | Gen_T: 20.333752870559692
Gen: 1194 | Net_R: 0.0 | Avg_R: 0.20815652117699487 | Kid_avg_R: -0.015000000000000003 | Gen_T: 15.086537599563599
Gen: 1195 | Net_R: 0.28 | Avg_R: 0.2153408690592954 | Kid_avg_R: -0.011000000000000005 | Gen_T: 14.47710633277893
Gen: 1196 | Net_R: 0.26 | Avg_R: 0.21980678215336585 | Kid_avg_R: -0.03200000000000001 | Gen_T: 14.941893339157104
Gen: 1197 | Net_R: 0.12 | Avg_R: 0.20982610393802928 | Kid_avg_R: -0.040999999999999995 | Gen_T: 14.993446588516235
Gen: 1198 | Net_R: 0.06 | Avg_R: 0.19484349354422636 | Kid_avg_R: -0.126 | Gen_T: 15.683016538619995
Gen: 1199 | Net_R: 0.1 | Avg_R: 0.18535914418980373 | Kid_avg_R: -0.1 | Gen_T: 15.366180181503296
Gen: 1200 | Net_R: 0.16 | Avg_R: 0.18282322977082338 | Kid_avg_R: -0.003000000000000007 | Gen_T: 15.332911968231201
Gen: 1201 | Net_R: 0.14 | Avg_R: 0.17854090679374107 | Kid_avg_R: -0.041999999999999996 | Gen_T: 14.582076787948608
Gen: 1202 | Net_R: 0.14 | Avg_R: 0.17468681611436698 | Kid_avg_R: -0.028000000000000014 | Gen_T: 14.71173882484436
Gen: 1203 | Net_R: 0.2 | Avg_R: 0.17721813450293028 | Kid_avg_R: -0.040999999999999995 | Gen_T: 17.56980276107788
Gen: 1204 | Net_R: 0.14 | Avg_R: 0.17349632105263726 | Kid_avg_R: -0.094 | Gen_T: 18.191251277923584
Gen: 1205 | Net_R: 0.12 | Avg_R: 0.16814668894737356 | Kid_avg_R: -0.008000000000000004 | Gen_T: 15.310728549957275
Gen: 1206 | Net_R: 0.26 | Avg_R: 0.1773320200526362 | Kid_avg_R: 0.043000000000000003 | Gen_T: 15.926423072814941
Gen: 1207 | Net_R: 0.08 | Avg_R: 0.1675988180473726 | Kid_avg_R: 0.05700000000000001 | Gen_T: 15.810859680175781
Gen: 1208 | Net_R: 0.26 | Avg_R: 0.17683893624263533 | Kid_avg_R: -0.016 | Gen_T: 15.660569429397583
Gen: 1209 | Net_R: 0.12 | Avg_R: 0.1711550426183718 | Kid_avg_R: -0.08600000000000001 | Gen_T: 17.436819791793823
Gen: 1210 | Net_R: 0.2 | Avg_R: 0.17403953835653463 | Kid_avg_R: -0.007000000000000009 | Gen_T: 17.98764991760254
Gen: 1211 | Net_R: 0.22 | Avg_R: 0.17863558452088116 | Kid_avg_R: 0.0009999999999999996 | Gen_T: 15.744693756103516
Gen: 1212 | Net_R: 0.04 | Avg_R: 0.16477202606879304 | Kid_avg_R: -0.0020000000000000018 | Gen_T: 14.783702850341797
Gen: 1213 | Net_R: 0.14 | Avg_R: 0.16229482346191376 | Kid_avg_R: -0.032999999999999995 | Gen_T: 15.324905633926392
Gen: 1214 | Net_R: 0.28 | Avg_R: 0.1740653411157224 | Kid_avg_R: -0.015 | Gen_T: 16.322306156158447
Gen: 1215 | Net_R: 0.16 | Avg_R: 0.17265880700415015 | Kid_avg_R: -0.02 | Gen_T: 15.589984893798828
Gen: 1216 | Net_R: 0.26 | Avg_R: 0.18139292630373513 | Kid_avg_R: -0.068 | Gen_T: 16.016578435897827
Gen: 1217 | Net_R: 0.44 | Avg_R: 0.20725363367336164 | Kid_avg_R: -0.128 | Gen_T: 17.124485731124878
Gen: 1218 | Net_R: 0.36 | Avg_R: 0.22252827030602548 | Kid_avg_R: -0.04 | Gen_T: 16.615283966064453
Gen: 1219 | Net_R: 0.38 | Avg_R: 0.23827544327542294 | Kid_avg_R: -0.069 | Gen_T: 16.6334707736969
Gen: 1220 | Net_R: 0.38 | Avg_R: 0.25244789894788067 | Kid_avg_R: 0.047 | Gen_T: 16.57203459739685
Gen: 1221 | Net_R: 0.38 | Avg_R: 0.26520310905309263 | Kid_avg_R: 0.0049999999999999975 | Gen_T: 15.766212701797485
Gen: 1222 | Net_R: 0.3 | Avg_R: 0.2686827981477834 | Kid_avg_R: 0.048 | Gen_T: 15.629955053329468
Gen: 1223 | Net_R: 0.54 | Avg_R: 0.2958145183330051 | Kid_avg_R: 0.06000000000000001 | Gen_T: 15.76179838180542
Gen: 1224 | Net_R: 0.22 | Avg_R: 0.2882330664997046 | Kid_avg_R: 0.10500000000000001 | Gen_T: 14.921241044998169
Gen: 1225 | Net_R: 0.38 | Avg_R: 0.29740975984973417 | Kid_avg_R: -0.015000000000000005 | Gen_T: 15.364244222640991
Gen: 1226 | Net_R: 0.04 | Avg_R: 0.2716687838647608 | Kid_avg_R: 0.052000000000000005 | Gen_T: 15.44766092300415
Gen: 1227 | Net_R: 0.26 | Avg_R: 0.27050190547828473 | Kid_avg_R: 0.005999999999999997 | Gen_T: 16.011529207229614
Gen: 1228 | Net_R: 0.2 | Avg_R: 0.26345171493045627 | Kid_avg_R: 0.024 | Gen_T: 15.199368000030518
Gen: 1229 | Net_R: 0.2 | Avg_R: 0.25710654343741063 | Kid_avg_R: 0.057999999999999996 | Gen_T: 15.15348768234253
Gen: 1230 | Net_R: 0.12 | Avg_R: 0.24339588909366958 | Kid_avg_R: 0.05399999999999999 | Gen_T: 15.018901586532593
Gen: 1231 | Net_R: 0.1 | Avg_R: 0.22905630018430262 | Kid_avg_R: 0.042 | Gen_T: 15.87364673614502
Gen: 1232 | Net_R: 0.14 | Avg_R: 0.22015067016587236 | Kid_avg_R: 0.032 | Gen_T: 15.773711919784546
Gen: 1233 | Net_R: 0.18 | Avg_R: 0.21613560314928512 | Kid_avg_R: 0.065 | Gen_T: 14.986795902252197
Gen: 1234 | Net_R: 0.04 | Avg_R: 0.19852204283435662 | Kid_avg_R: -0.022999999999999996 | Gen_T: 15.417454957962036
Gen: 1235 | Net_R: 0.22 | Avg_R: 0.20066983855092096 | Kid_avg_R: 0.074 | Gen_T: 15.52329134941101
Gen: 1236 | Net_R: 0.08 | Avg_R: 0.18860285469582888 | Kid_avg_R: -0.014999999999999996 | Gen_T: 15.127461671829224
Gen: 1237 | Net_R: 0.0 | Avg_R: 0.169742569226246 | Kid_avg_R: -0.01 | Gen_T: 16.356385469436646
Gen: 1238 | Net_R: 0.1 | Avg_R: 0.1627683123036214 | Kid_avg_R: 0.008 | Gen_T: 16.579833984375
Gen: 1239 | Net_R: -0.02 | Avg_R: 0.14449148107325926 | Kid_avg_R: 0.06000000000000001 | Gen_T: 15.494805812835693
Gen: 1240 | Net_R: 0.04 | Avg_R: 0.13404233296593335 | Kid_avg_R: 0.033 | Gen_T: 15.522392511367798
Gen: 1241 | Net_R: -0.04 | Avg_R: 0.11663809966934001 | Kid_avg_R: 0.052000000000000005 | Gen_T: 16.281975507736206
Gen: 1242 | Net_R: 0.14 | Avg_R: 0.118974289702406 | Kid_avg_R: 0.06799999999999998 | Gen_T: 15.66600251197815
Gen: 1243 | Net_R: 0.24 | Avg_R: 0.1310768607321654 | Kid_avg_R: 0.0029999999999999983 | Gen_T: 15.559711694717407
Gen: 1244 | Net_R: 0.36 | Avg_R: 0.15396917465894885 | Kid_avg_R: 0.08 | Gen_T: 16.084107398986816
Gen: 1245 | Net_R: 0.16 | Avg_R: 0.15457225719305395 | Kid_avg_R: 0.067 | Gen_T: 14.714355945587158
Gen: 1246 | Net_R: 0.26 | Avg_R: 0.16511503147374856 | Kid_avg_R: 0.011999999999999997 | Gen_T: 16.335218906402588
Gen: 1247 | Net_R: 0.2 | Avg_R: 0.1686035283263737 | Kid_avg_R: 0.134 | Gen_T: 15.80953049659729
Gen: 1248 | Net_R: 0.18 | Avg_R: 0.16974317549373633 | Kid_avg_R: 0.031000000000000007 | Gen_T: 15.600037813186646
Gen: 1249 | Net_R: 0.24 | Avg_R: 0.1767688579443627 | Kid_avg_R: 0.023 | Gen_T: 15.752314805984497
Gen: 1250 | Net_R: 0.22 | Avg_R: 0.18109197214992642 | Kid_avg_R: 0.007999999999999997 | Gen_T: 16.230494499206543
Gen: 1251 | Net_R: 0.1 | Avg_R: 0.1729827749349338 | Kid_avg_R: 0.034999999999999996 | Gen_T: 16.683448553085327
Gen: 1252 | Net_R: 0.36 | Avg_R: 0.19168449744144042 | Kid_avg_R: 0.0040000000000000036 | Gen_T: 16.667262315750122
Gen: 1253 | Net_R: 0.36 | Avg_R: 0.2085160476972964 | Kid_avg_R: 0.095 | Gen_T: 15.330946922302246
Gen: 1254 | Net_R: 0.36 | Avg_R: 0.22366444292756676 | Kid_avg_R: 0.075 | Gen_T: 15.870064735412598
Gen: 1255 | Net_R: 0.34 | Avg_R: 0.2352979986348101 | Kid_avg_R: 0.040999999999999995 | Gen_T: 16.31103825569153
Gen: 1256 | Net_R: 0.06 | Avg_R: 0.2177681987713291 | Kid_avg_R: 0.08299999999999999 | Gen_T: 15.314425230026245
Gen: 1257 | Net_R: 0.24 | Avg_R: 0.2199913788941962 | Kid_avg_R: 0.10200000000000001 | Gen_T: 16.17050838470459
Gen: 1258 | Net_R: 0.18 | Avg_R: 0.21599224100477657 | Kid_avg_R: 0.10599999999999998 | Gen_T: 15.817095518112183
Gen: 1259 | Net_R: 0.44 | Avg_R: 0.23839301690429893 | Kid_avg_R: 0.127 | Gen_T: 15.600194931030273
Gen: 1260 | Net_R: 0.06 | Avg_R: 0.22055371521386904 | Kid_avg_R: 0.081 | Gen_T: 15.634114265441895
Gen: 1261 | Net_R: 0.2 | Avg_R: 0.21849834369248217 | Kid_avg_R: 0.094 | Gen_T: 16.1539146900177
Gen: 1262 | Net_R: 0.0 | Avg_R: 0.19664850932323397 | Kid_avg_R: 0.098 | Gen_T: 15.482593774795532
Gen: 1263 | Net_R: 0.1 | Avg_R: 0.18698365839091058 | Kid_avg_R: 0.061 | Gen_T: 15.15485143661499
Gen: 1264 | Net_R: 0.12 | Avg_R: 0.18028529255181955 | Kid_avg_R: 0.06900000000000002 | Gen_T: 16.090519428253174
Gen: 1265 | Net_R: 0.4 | Avg_R: 0.2022567632966376 | Kid_avg_R: 0.045 | Gen_T: 16.172725439071655
Gen: 1266 | Net_R: 0.32 | Avg_R: 0.21403108696697384 | Kid_avg_R: 0.162 | Gen_T: 16.119748830795288
Gen: 1267 | Net_R: 0.3 | Avg_R: 0.22262797827027647 | Kid_avg_R: 0.10200000000000001 | Gen_T: 16.38274097442627
Gen: 1268 | Net_R: 0.38 | Avg_R: 0.23836518044324884 | Kid_avg_R: 0.016000000000000004 | Gen_T: 17.42496681213379
Gen: 1269 | Net_R: 0.04 | Avg_R: 0.21852866239892396 | Kid_avg_R: 0.026000000000000002 | Gen_T: 15.702693223953247
Gen: 1270 | Net_R: 0.16 | Avg_R: 0.2126757961590316 | Kid_avg_R: 0.007999999999999997 | Gen_T: 16.117801427841187
Gen: 1271 | Net_R: 0.36 | Avg_R: 0.22740821654312846 | Kid_avg_R: 0.038 | Gen_T: 16.729528665542603
Gen: 1272 | Net_R: 0.1 | Avg_R: 0.21466739488881562 | Kid_avg_R: 0.023 | Gen_T: 15.446236610412598
Gen: 1273 | Net_R: 0.12 | Avg_R: 0.20520065539993407 | Kid_avg_R: 0.04300000000000001 | Gen_T: 15.302223205566406
Gen: 1274 | Net_R: 0.1 | Avg_R: 0.19468058985994066 | Kid_avg_R: 0.06400000000000002 | Gen_T: 14.655622959136963
Gen: 1275 | Net_R: 0.2 | Avg_R: 0.19521253087394658 | Kid_avg_R: 0.07900000000000003 | Gen_T: 14.954803466796875
Gen: 1276 | Net_R: 0.24 | Avg_R: 0.1996912777865519 | Kid_avg_R: 0.009000000000000003 | Gen_T: 15.385347604751587
Gen: 1277 | Net_R: 0.3 | Avg_R: 0.2097221500078967 | Kid_avg_R: -0.024000000000000004 | Gen_T: 17.25570321083069
Gen: 1278 | Net_R: 0.1 | Avg_R: 0.19874993500710705 | Kid_avg_R: 0.03500000000000001 | Gen_T: 15.382965326309204
Gen: 1279 | Net_R: 0.22 | Avg_R: 0.20087494150639634 | Kid_avg_R: 0.097 | Gen_T: 15.086824417114258
Gen: 1280 | Net_R: 0.14 | Avg_R: 0.19478744735575673 | Kid_avg_R: 0.019000000000000003 | Gen_T: 14.932950496673584
Gen: 1281 | Net_R: 0.24 | Avg_R: 0.19930870262018105 | Kid_avg_R: 0.07100000000000001 | Gen_T: 15.421889543533325
Gen: 1282 | Net_R: 0.12 | Avg_R: 0.19137783235816297 | Kid_avg_R: 0.03200000000000001 | Gen_T: 15.442862033843994
Gen: 1283 | Net_R: -0.02 | Avg_R: 0.17024004912234666 | Kid_avg_R: 0.030999999999999993 | Gen_T: 15.306325197219849
Gen: 1284 | Net_R: 0.26 | Avg_R: 0.179216044210112 | Kid_avg_R: 0.018999999999999996 | Gen_T: 15.553751945495605
Gen: 1285 | Net_R: 0.2 | Avg_R: 0.18129443978910081 | Kid_avg_R: 0.008000000000000004 | Gen_T: 16.45989441871643
Gen: 1286 | Net_R: 0.22 | Avg_R: 0.18516499581019072 | Kid_avg_R: 0.030000000000000006 | Gen_T: 15.937093019485474
Gen: 1287 | Net_R: 0.04 | Avg_R: 0.17064849622917166 | Kid_avg_R: 0.01699999999999999 | Gen_T: 15.71910834312439
Gen: 1288 | Net_R: 0.06 | Avg_R: 0.15958364660625451 | Kid_avg_R: 0.077 | Gen_T: 14.501090049743652
Gen: 1289 | Net_R: 0.06 | Avg_R: 0.14962528194562907 | Kid_avg_R: -0.03300000000000001 | Gen_T: 15.783395528793335
Gen: 1290 | Net_R: 0.14 | Avg_R: 0.1486627537510662 | Kid_avg_R: -0.029000000000000005 | Gen_T: 17.842775106430054
Gen: 1291 | Net_R: 0.24 | Avg_R: 0.15779647837595956 | Kid_avg_R: -0.006000000000000007 | Gen_T: 17.195435285568237
Gen: 1292 | Net_R: 0.06 | Avg_R: 0.14801683053836362 | Kid_avg_R: -0.015000000000000003 | Gen_T: 16.46294379234314
Gen: 1293 | Net_R: 0.28 | Avg_R: 0.16121514748452725 | Kid_avg_R: 0.041 | Gen_T: 17.26385807991028
Gen: 1294 | Net_R: 0.18 | Avg_R: 0.16309363273607452 | Kid_avg_R: 0.023 | Gen_T: 16.927690505981445
Gen: 1295 | Net_R: 0.14 | Avg_R: 0.1607842694624671 | Kid_avg_R: -0.05700000000000001 | Gen_T: 18.01191210746765
Gen: 1296 | Net_R: 0.18 | Avg_R: 0.1627058425162204 | Kid_avg_R: -0.041 | Gen_T: 17.84042525291443
Gen: 1297 | Net_R: 0.3 | Avg_R: 0.17643525826459835 | Kid_avg_R: 0.052000000000000005 | Gen_T: 17.22051191329956
Gen: 1298 | Net_R: 0.12 | Avg_R: 0.17079173243813853 | Kid_avg_R: 0.018000000000000002 | Gen_T: 16.479601621627808
Gen: 1299 | Net_R: 0.32 | Avg_R: 0.18571255919432467 | Kid_avg_R: -0.03799999999999999 | Gen_T: 17.141948461532593
Gen: 1300 | Net_R: -0.04 | Avg_R: 0.1631413032748922 | Kid_avg_R: 0.051000000000000004 | Gen_T: 16.124694347381592
Gen: 1301 | Net_R: 0.28 | Avg_R: 0.174827172947403 | Kid_avg_R: 0.06999999999999999 | Gen_T: 15.253820419311523
Gen: 1302 | Net_R: 0.16 | Avg_R: 0.1733444556526627 | Kid_avg_R: 0.021 | Gen_T: 16.10403800010681
Gen: 1303 | Net_R: 0.02 | Avg_R: 0.15801001008739646 | Kid_avg_R: 0.0010000000000000065 | Gen_T: 15.7952241897583
Gen: 1304 | Net_R: 0.2 | Avg_R: 0.16220900907865682 | Kid_avg_R: 0.02100000000000001 | Gen_T: 17.735172510147095
Gen: 1305 | Net_R: 0.04 | Avg_R: 0.14998810817079114 | Kid_avg_R: 0.05800000000000001 | Gen_T: 15.102603435516357
Gen: 1306 | Net_R: 0.28 | Avg_R: 0.16298929735371204 | Kid_avg_R: 0.053000000000000005 | Gen_T: 16.339958906173706
Gen: 1307 | Net_R: 0.04 | Avg_R: 0.15069036761834084 | Kid_avg_R: 0.072 | Gen_T: 15.584918022155762
Gen: 1308 | Net_R: -0.02 | Avg_R: 0.13362133085650676 | Kid_avg_R: -0.05700000000000001 | Gen_T: 15.68302059173584
Gen: 1309 | Net_R: 0.18 | Avg_R: 0.13825919777085607 | Kid_avg_R: 0.046 | Gen_T: 15.162834882736206
Gen: 1310 | Net_R: 0.24 | Avg_R: 0.14843327799377046 | Kid_avg_R: 0.032 | Gen_T: 15.223882675170898
Gen: 1311 | Net_R: 0.24 | Avg_R: 0.1575899501943934 | Kid_avg_R: 0.06200000000000001 | Gen_T: 15.745428323745728
Gen: 1312 | Net_R: 0.4 | Avg_R: 0.18183095517495407 | Kid_avg_R: 0.039 | Gen_T: 15.714145421981812
Gen: 1313 | Net_R: 0.26 | Avg_R: 0.18964785965745867 | Kid_avg_R: 0.03300000000000001 | Gen_T: 16.08796191215515
Gen: 1314 | Net_R: 0.3 | Avg_R: 0.20068307369171282 | Kid_avg_R: 0.05900000000000001 | Gen_T: 15.352959156036377
Gen: 1315 | Net_R: 0.16 | Avg_R: 0.19661476632254155 | Kid_avg_R: -0.05199999999999999 | Gen_T: 15.82774543762207
Gen: 1316 | Net_R: 0.3 | Avg_R: 0.2069532896902874 | Kid_avg_R: -0.015999999999999993 | Gen_T: 17.22056245803833
Gen: 1317 | Net_R: 0.42 | Avg_R: 0.22825796072125867 | Kid_avg_R: -0.027999999999999997 | Gen_T: 17.73393750190735
Gen: 1318 | Net_R: 0.18 | Avg_R: 0.2234321646491328 | Kid_avg_R: -0.05800000000000001 | Gen_T: 16.81130862236023
Gen: 1319 | Net_R: 0.22 | Avg_R: 0.2230889481842195 | Kid_avg_R: 0.10200000000000001 | Gen_T: 16.53241491317749
Gen: 1320 | Net_R: 0.24 | Avg_R: 0.22478005336579757 | Kid_avg_R: 0.07799999999999999 | Gen_T: 16.424196004867554
Gen: 1321 | Net_R: 0.12 | Avg_R: 0.21430204802921782 | Kid_avg_R: 0.05600000000000001 | Gen_T: 17.10745120048523
Gen: 1322 | Net_R: 0.38 | Avg_R: 0.23087184322629606 | Kid_avg_R: -0.0050000000000000044 | Gen_T: 15.034578084945679
Gen: 1323 | Net_R: 0.1 | Avg_R: 0.21778465890366647 | Kid_avg_R: -0.021 | Gen_T: 16.140379428863525
Gen: 1324 | Net_R: 0.1 | Avg_R: 0.20600619301329984 | Kid_avg_R: -0.0019999999999999922 | Gen_T: 16.86921739578247
Gen: 1325 | Net_R: 0.24 | Avg_R: 0.20940557371196986 | Kid_avg_R: 0.066 | Gen_T: 15.201677083969116
Gen: 1326 | Net_R: 0.26 | Avg_R: 0.21446501634077286 | Kid_avg_R: 0.05 | Gen_T: 15.42324948310852
Gen: 1327 | Net_R: 0.24 | Avg_R: 0.2170185147066956 | Kid_avg_R: 0.097 | Gen_T: 15.334458112716675
Gen: 1328 | Net_R: 0.22 | Avg_R: 0.21731666323602603 | Kid_avg_R: 0.03000000000000001 | Gen_T: 16.851168155670166
Gen: 1329 | Net_R: 0.0 | Avg_R: 0.19558499691242343 | Kid_avg_R: 0.06899999999999999 | Gen_T: 15.533308744430542
Gen: 1330 | Net_R: 0.22 | Avg_R: 0.19802649722118107 | Kid_avg_R: 0.030000000000000006 | Gen_T: 16.193671941757202
Gen: 1331 | Net_R: 0.24 | Avg_R: 0.20222384749906297 | Kid_avg_R: 0.030000000000000006 | Gen_T: 15.38049602508545
Gen: 1332 | Net_R: 0.04 | Avg_R: 0.1860014627491567 | Kid_avg_R: 0.083 | Gen_T: 14.871044874191284
Gen: 1333 | Net_R: 0.24 | Avg_R: 0.19140131647424102 | Kid_avg_R: 0.091 | Gen_T: 15.88120150566101
Gen: 1334 | Net_R: 0.22 | Avg_R: 0.19426118482681692 | Kid_avg_R: 0.088 | Gen_T: 16.044402360916138
Gen: 1335 | Net_R: 0.08 | Avg_R: 0.18283506634413524 | Kid_avg_R: 0.05199999999999999 | Gen_T: 15.722410678863525
Gen: 1336 | Net_R: 0.02 | Avg_R: 0.1665515597097217 | Kid_avg_R: -0.007999999999999998 | Gen_T: 16.04826807975769
Gen: 1337 | Net_R: 0.28 | Avg_R: 0.17789640373874954 | Kid_avg_R: -0.006000000000000005 | Gen_T: 16.53227400779724
Gen: 1338 | Net_R: 0.16 | Avg_R: 0.17610676336487457 | Kid_avg_R: 0.06999999999999998 | Gen_T: 17.08609938621521
Gen: 1339 | Net_R: 0.0 | Avg_R: 0.15849608702838713 | Kid_avg_R: 0.027000000000000007 | Gen_T: 15.241041898727417
Gen: 1340 | Net_R: 0.12 | Avg_R: 0.15464647832554843 | Kid_avg_R: 0.06200000000000001 | Gen_T: 15.802267074584961
Gen: 1341 | Net_R: 0.04 | Avg_R: 0.1431818304929936 | Kid_avg_R: 0.03899999999999999 | Gen_T: 14.801437139511108
Gen: 1342 | Net_R: 0.12 | Avg_R: 0.14086364744369426 | Kid_avg_R: 0.05800000000000001 | Gen_T: 15.722702264785767
Gen: 1343 | Net_R: 0.14 | Avg_R: 0.14077728269932485 | Kid_avg_R: -0.04900000000000001 | Gen_T: 15.312612533569336
Gen: 1344 | Net_R: 0.32 | Avg_R: 0.15869955442939238 | Kid_avg_R: -0.02300000000000001 | Gen_T: 15.52899694442749
Gen: 1345 | Net_R: 0.14 | Avg_R: 0.15682959898645316 | Kid_avg_R: -0.018 | Gen_T: 16.886455297470093
Gen: 1346 | Net_R: 0.14 | Avg_R: 0.15514663908780785 | Kid_avg_R: -0.015000000000000008 | Gen_T: 14.781930923461914
Gen: 1347 | Net_R: 0.08 | Avg_R: 0.14763197517902707 | Kid_avg_R: 0.044000000000000004 | Gen_T: 15.041468620300293
Gen: 1348 | Net_R: 0.1 | Avg_R: 0.14286877766112438 | Kid_avg_R: -0.0069999999999999975 | Gen_T: 14.754702806472778
Gen: 1349 | Net_R: 0.22 | Avg_R: 0.15058189989501194 | Kid_avg_R: -0.03200000000000001 | Gen_T: 14.795922994613647
Gen: 1350 | Net_R: 0.12 | Avg_R: 0.14752370990551075 | Kid_avg_R: -0.004999999999999999 | Gen_T: 15.844674110412598
Gen: 1351 | Net_R: 0.14 | Avg_R: 0.1467713389149597 | Kid_avg_R: 0.087 | Gen_T: 14.8437340259552
Gen: 1352 | Net_R: 0.22 | Avg_R: 0.15409420502346372 | Kid_avg_R: -0.016000000000000004 | Gen_T: 15.528258562088013
Gen: 1353 | Net_R: 0.18 | Avg_R: 0.15668478452111734 | Kid_avg_R: 0.06600000000000002 | Gen_T: 15.114015817642212
Gen: 1354 | Net_R: 0.2 | Avg_R: 0.16101630606900563 | Kid_avg_R: 0.04 | Gen_T: 15.686145544052124
Gen: 1355 | Net_R: 0.2 | Avg_R: 0.1649146754621051 | Kid_avg_R: 0.019000000000000006 | Gen_T: 15.6991605758667
Gen: 1356 | Net_R: 0.28 | Avg_R: 0.17642320791589458 | Kid_avg_R: -0.03600000000000001 | Gen_T: 15.763956069946289
Gen: 1357 | Net_R: 0.2 | Avg_R: 0.17878088712430512 | Kid_avg_R: -4.163336342344337e-18 | Gen_T: 15.52573037147522
Gen: 1358 | Net_R: 0.14 | Avg_R: 0.17490279841187462 | Kid_avg_R: -0.022000000000000002 | Gen_T: 14.900269508361816
Gen: 1359 | Net_R: 0.2 | Avg_R: 0.17741251857068718 | Kid_avg_R: -3.122502256758253e-18 | Gen_T: 15.501725196838379
Gen: 1360 | Net_R: 0.26 | Avg_R: 0.18567126671361847 | Kid_avg_R: -0.032999999999999995 | Gen_T: 15.676700353622437
